station,dst_score,total_flow,Latitude,Longitude
1205349,5.2446542277202655,2707.5714285714284,33.784761,-117.883653
1205353,0.5807821592795848,349.7857142857143,33.784761,-117.883653
1205364,5.304374098308751,2926.6428571428573,33.791651,-117.890222
1205373,0.8664346503718994,351.7857142857143,33.789689,-117.887536
1205375,5.029396271072758,2633.964285714286,33.789689,-117.887536
1205380,5.145364261876123,2884.785714285714,33.795663,-117.893833
1205384,6.941905910783233,4050.857142857143,33.79536,-117.894336
1205395,5.48514858713144,3152.3571428571427,33.802101,-117.901359
1205406,0.5638869589588213,199.5,33.805074,-117.903814
1205409,3.921877308112684,2121.535714285714,33.805074,-117.903814
1205421,4.971172364304586,2567.285714285714,33.804788,-117.904254
1205432,4.4366876941983175,2437.3571428571427,33.815354,-117.91505399999998
1205440,5.12691610732369,2474.6428571428573,33.816263,-117.916397
1205452,4.63040364641354,2650.428571428572,33.818891,-117.918657
1205463,5.2283901779789845,2385.3214285714284,33.82198,-117.922328
1205471,0.5608292182977147,206.6071428571429,33.823323,-117.923123
1205473,5.097178532529685,2975.964285714286,33.823323,-117.923123
1205478,5.4840777947766,2616.1071428571427,33.827601,-117.927279
1205482,0.5712662280801556,189.03571428571428,33.827601,-117.927279
1205493,5.120472001555823,3351.6428571428573,33.832016,-117.931513
1205508,5.01559288451298,2244.214285714286,33.8365,-117.943178
1205517,5.894224223877664,4172.535714285715,33.836731,-117.943038
1205528,6.124869813493411,3885.857142857143,33.840124,-117.949259
1205532,5.667426889847602,2786.3571428571427,33.839851,-117.949454
1205541,5.380632851277567,2741.0,33.843443,-117.95594199999998
1205553,4.61503292823035,3041.964285714286,33.845442,-117.958388
1205562,4.92250332401392,3171.3571428571427,33.847549,-117.962444
1205567,4.10485503991459,2532.464285714286,33.850294,-117.968011
1205572,5.834856613342631,2676.285714285714,33.85001,-117.968231
1205583,5.120256585880603,2406.8928571428573,33.853961,-117.97494
1205590,4.498000511121527,3371.3571428571427,33.854226,-117.974766
1205607,4.173306337033154,2520.178571428572,33.859271,-117.98502999999998
1205612,3.380392038850776,1748.392857142857,33.859063,-117.985205
1205623,3.7592657018709836,2357.3214285714284,33.863248,-117.991902
1205627,4.69187546487987,2386.1071428571427,33.862901,-117.992155
1205632,3.915485928828396,2124.0714285714284,33.865235,-117.996273
1205636,5.20289917824625,4111.25,33.865195,-117.995907
1205658,3.5931869085020884,2293.8571428571427,33.867724,-118.00058
1205668,4.08348213291237,2266.5714285714284,33.872567,-118.009266
1205680,4.912256225153683,3132.464285714286,33.874466,-118.011177
