,OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
10801,10802,MD/HD-200 - MD/HD-00,34,41,77,,133.50472347207588,,188.09843266620052,,,,145.7429288534833,1.803245297431269
10802,10803,MD/HD-200 - MD/HD-500,34,5,78,,122.0991876544562,,188.9543146827752,,,,137.83847207779047,1.675958859536967
10804,10805,MD/HD-200 - MD/HD-100,34,43,80,,123.58828401170284,,190.9325512840848,,,,139.6035343743683,1.661778367135139
10809,10810,MD/HD-200 - MD-50,34,42,85,,133.82362969858508,,199.27151811764884,,,,146.14085117408828,1.812872210876951
10811,10812,MD/HD-200 - MD/HD-200,34,36,87,,127.08969803207098,,200.71893324818615,,,,143.78678055941515,1.585949120487117
10826,10827,MD/HD-200 - MD-50,34,31,102,,140.07464036928263,,234.17192326113036,,,,167.59583424804822,2.160185638519768
10835,10836,MD/HD-200 - MD-250,34,11,111,,162.52858925069611,,255.45961907902785,,,,185.11070728300257,2.126182066986278
10837,10838,MD/HD-200 - MD-250,34,37,113,,163.89930270395143,,264.7915415377294,,,,186.89367425241423,1.873355796783861
10839,10840,MD/HD-200 - MD-350,34,39,115,,171.96944054550502,,267.2056720204024,,,,193.54492728529456,2.32514603016182
10848,10849,MD/HD-200 - MD-550,34,14,124,,164.81644811174823,,270.6831684183851,,,,191.4330986943569,2.422784050535015
10868,10869,MD/HD-200 - MD/HD-200,34,2,144,,187.6130830359968,,322.76198457564567,,,,226.68989542347367,2.873219743548375
10869,10870,MD/HD-200 - MD/HD-400,34,40,145,,210.37722580025437,,325.67605886706366,,,,236.24521750571705,2.802474000456205
10872,10873,MD/HD-200 - MD/HD-300,34,38,148,,204.63704658202727,,333.4706873335088,,,,233.89263233406936,2.043299948966793
10883,10884,MD/HD-200 - MD/HD-600,34,6,159,,208.76754742950297,,351.5962477985574,,,,246.57457287892103,3.022042403036699
10904,10905,MD/HD-200 - MD-150,34,10,180,,237.9807960364772,,407.8337171729197,,,,286.3498431679478,3.663122450525226
10911,10912,MD/HD-200 - MD-650,34,15,187,,271.4365580617793,,425.3623911453863,,,,304.7348769380552,3.676460434176331
10936,10937,MD/HD-200 - MD/HD-00,34,26,212,,296.1395930460644,,465.9277190120008,,,,345.7582922950744,4.137662100357937
10938,10939,MD/HD-200 - MD/HD-00,34,21,214,,294.0081629753022,,469.397513587115,,,,343.45202047890547,4.156256108300555
10939,10940,MD/HD-200 - MD/HD-00,34,29,215,,287.1451236826299,,469.43879772065503,,,,338.66638794033446,4.146352353807983
10952,10953,MD/HD-200 - IMD/HD-00,34,30,228,,314.8066318589312,,484.2835237664557,,,,364.34626836567134,4.275476781279391
10959,10960,MD/HD-200 - MD/HD-100,34,9,235,,321.1983820958059,,494.57589624990544,,,,371.63007406902614,4.460669429865529
10970,10971,MD/HD-200 - MD-50,34,28,246,,325.5078256234975,,523.6262886313747,,,,379.2123159798954,4.535321646332268
10971,10972,MD/HD-200 - MD/HD-700,34,16,247,,329.8551272415033,,524.0995876447723,,,,371.9217074075622,4.328493899410573
10977,10978,MD/HD-200 - MD-50,34,23,253,,337.38867434002555,,537.1408260221779,,,,390.9674347900362,4.636626289480369
10982,10983,MD/HD-200 - MD-50,34,27,258,,344.4776958624815,,547.4399814806392,,,,399.11204465403574,4.747773385677187
10997,10998,MD/HD-200 - MD-50,34,8,273,,375.25123439798904,,579.664187788382,,,,432.07892392442625,5.211137887209806
11000,11001,MD/HD-200 - MD-750,34,7,276,,364.6181122907686,,586.0920846714563,,,,413.7987401413415,4.864377143474965
11008,11009,MD/HD-200 - MD/HD-100,34,22,284,,387.48615756449146,,611.8855577819927,,,,448.3046917587362,5.284805693328835
11013,11014,MD/HD-200 - MD/HD-00,34,17,289,,419.1706262653704,,635.5321774387941,,,,478.08551839774736,5.700240952395351
11030,11031,MD/HD-200 - MD-150,34,24,306,,426.68453880832413,,695.6987274492348,,,,499.0654418123708,6.0781040692424
11034,11035,MD/HD-200 - MD-50,34,18,310,,461.656180396802,,711.2377877125494,,,,527.7180913266567,6.130665673929639
11043,11044,MD/HD-200 - MD/HD-100,34,19,319,,504.19334210763213,,793.7975695736125,,,,588.1906772025632,6.598335223622115
11046,11047,MD/HD-200 - MD/HD-200,34,25,322,,485.5181970688103,,806.9761642857081,,,,574.0269010009212,6.779962836691157
11048,11049,MD/HD-200 - MD-150,34,20,324,,514.9839109738795,,843.9359576465066,,,,600.8719145856643,7.269895070116214
11050,11051,MD-250 - MD-250,35,35,1,,0.0,,0.0,,,,0.0,0.0
11053,11054,MD-250 - MD-450,35,13,4,,9.557598440864789,,10.694204557158212,,,,9.944692693859585,0.079716260421514
11072,11073,MD-250 - MD/HD-400,35,4,23,,59.98330729516614,,79.30736329544798,,,,62.4876473244411,0.588754442523647
11073,11074,MD-250 - MD/HD-200,35,34,24,,64.15026855839511,,90.3066518404756,,,,70.09783066606583,0.815265215086768
11083,11084,MD-250 - MD/HD-500,35,5,34,,67.68802429889917,,105.29063629323684,,,,76.34268613860623,0.918276349219246
11085,11086,MD-250 - MD/HD-100,35,43,36,,69.1771206561458,,107.2688728945464,,,,78.10774843518405,0.87077083642242
11087,11088,MD-250 - MD/HD-00,35,41,38,,85.40699841658679,,110.10143238333092,,,,90.7767370617396,1.086148697582149
11091,11092,MD-250 - MD-50,35,42,42,,81.40058606626064,,113.16395709290246,,,,85.69767738144064,1.014046674678284
11093,11094,MD-250 - MD/HD-200,35,36,44,,72.67853467651388,,117.05525485864771,,,,82.29099462023075,0.932750625239052
11115,11116,MD-250 - MD-350,35,12,66,,90.51624291985942,,159.40631118458415,,,,111.86148847925624,1.323138500655379
11119,11120,MD-250 - MD-150,35,33,70,,99.89241048271398,,165.35066272620233,,,,115.33562524786007,1.635811702932451
11123,11124,MD-250 - MD-250,35,37,74,,109.48813934839428,,181.12786314819093,,,,125.3978883132298,1.414242443748255
11124,11125,MD-250 - MD-350,35,39,75,,117.558277189948,,183.54199363086428,,,,132.0491413461104,1.614294569712995
11129,11130,MD-250 - MD-550,35,14,80,,110.4052847561913,,187.01949002884703,,,,129.93731275517263,1.633567038691886
11150,11151,MD-250 - Location 173,35,216,101,,133.0717100217279,,238.50709158210415,,,,165.96236565980067,2.075944878577463
11151,11152,MD-250 - MD/HD-100,35,32,102,,145.92357755782527,,239.50445926685745,,,,169.84257747648914,2.354473481380881
11153,11154,MD-250 - MD/HD-300,35,3,104,,134.07198337575218,,240.83325287069115,,,,167.37985781069287,2.098239043299961
11154,11155,MD-250 - MD/HD-400,35,40,105,,155.9660624446974,,242.0123804775256,,,,174.7494315665328,2.086552031685341
11157,11158,MD-250 - MD/HD-300,35,38,108,,150.22588322647007,,249.8070089439701,,,,172.3968463948848,1.838769700904413
11166,11167,MD-250 - MD/HD-600,35,6,117,,154.35638407394595,,267.9325694090192,,,,185.07878693973683,2.274103089371828
11189,11190,MD-250 - MD-50,35,31,140,,186.16197134518316,,317.6993246517787,,,,220.85167946023117,2.957475806200877
11192,11193,MD-250 - MD-250,35,11,143,,183.11421473983268,,324.7588758293736,,,,228.1666470588885,2.894263442477588
11204,11205,MD-250 - MD-650,35,15,155,,217.0253947062222,,341.6987127558481,,,,243.2390909988712,2.948351663691284
11230,11231,MD-250 - MD/HD-200,35,2,181,,233.70041401189744,,406.28938596629433,,,,279.94574063565665,3.656422620281434
11241,11242,MD-250 - MD/HD-700,35,16,192,,275.44396388594606,,440.43590925523415,,,,310.42592146837814,3.636980157418515
11252,11253,MD-250 - MD-150,35,10,203,,284.06812701237726,,491.3611185635684,,,,339.60568838013086,4.444798071628211
11257,11258,MD-250 - MD-750,35,7,208,,310.2069489352115,,502.42840628191914,,,,352.3029542021575,4.159914659260893
11280,11281,MD-250 - MD/HD-00,35,26,231,,342.2269240219644,,549.4551204026501,,,,399.01413750725743,4.927972162842977
11281,11282,MD-250 - MD/HD-00,35,21,232,,340.0954939512023,,552.9249149777635,,,,396.7078656910885,4.949414325416928
11282,11283,MD-250 - MD/HD-00,35,29,233,,333.23245465852983,,552.9661991113029,,,,391.9222331525175,4.943210605403348
11293,11294,MD-250 - IMD/HD-00,35,30,244,,360.893962834831,,567.8109251571025,,,,417.6021135778544,5.052112623343431
11296,11297,MD-250 - MD/HD-100,35,9,247,,367.2857130717057,,578.1032976405545,,,,424.88591928120894,5.250404372225896
11309,11310,MD-250 - MD-50,35,28,260,,371.5951565993975,,607.1536900220215,,,,432.4681611920784,5.344457934815678
11315,11316,MD-250 - MD-50,35,23,266,,383.47600531592553,,620.6682274128256,,,,444.2232800022192,5.445804705810134
11319,11320,MD-250 - MD-50,35,27,270,,390.5650268383814,,630.967382871286,,,,452.3678898662188,5.555677989602098
11328,11329,MD-250 - MD-50,35,8,279,,421.338565373889,,663.1915891790313,,,,485.3347691366093,6.001944134985948
11337,11338,MD-250 - MD/HD-100,35,22,288,,433.57348854039134,,695.4129591726404,,,,501.56053697091926,6.098968170282871
11341,11342,MD-250 - MD/HD-00,35,17,292,,465.2579572412704,,719.0595788294435,,,,531.3413636099305,6.487578390757659
11356,11357,MD-250 - MD-150,35,24,307,,472.77186978422407,,779.2261288398824,,,,552.3212870245537,6.893368822227695
11360,11361,MD-250 - MD-50,35,18,311,,507.74351137270173,,794.7651891031959,,,,580.9739365388389,6.932711135595622
11368,11369,MD-250 - MD/HD-100,35,19,319,,550.2806730835326,,877.324970964259,,,,641.4465224147456,7.408919446503735
11371,11372,MD-250 - MD/HD-200,35,25,322,,531.6055280447102,,890.5035656763558,,,,627.2827462131041,7.593528637617307
11373,11374,MD-250 - MD-150,35,20,324,,561.0712419497801,,927.4633590371544,,,,654.1277597978481,8.08458953599153
11375,11376,MD/HD-200 - MD/HD-200,36,36,1,,0.0,,0.0,,,,0.0,0.0
11378,11379,MD/HD-200 - MD/HD-500,36,5,4,,29.496816823372807,,33.543349940490856,,,,30.237362938258972,0.324651480927636
11381,11382,MD/HD-200 - MD/HD-100,36,43,7,,30.86335806058988,,47.87781747174308,,,,34.66889364548963,0.476365353381231
11385,11386,MD/HD-200 - MD-250,36,37,11,,38.65466143071366,,65.0237953186872,,,,44.87696434830396,0.608658798769418
11395,11396,MD/HD-200 - MD-350,36,39,21,,65.42347199747621,,86.0214784548627,,,,69.32954234666133,0.745022122817622
11400,11401,MD/HD-200 - MD-50,36,42,26,,66.73215695765707,,105.71927273923536,,,,75.39629269085732,1.052837829985638
11402,11403,MD/HD-200 - MD-550,36,14,28,,84.5030111152375,,112.17256345741808,,,,88.79241165644424,0.978244359165471
11404,11405,MD/HD-200 - MD-450,36,13,30,,77.36377883517673,,113.46551984368152,,,,85.311085528467,0.878180228838727
11407,11408,MD/HD-200 - MD-250,36,35,33,,72.84869620431536,,116.61692839547852,,,,82.19879828587834,0.932750625239052
11414,11415,MD/HD-200 - MD/HD-300,36,38,40,,79.3924053087895,,133.70294111446617,,,,91.87592242995912,1.239364607621416
11416,11417,MD/HD-200 - MD/HD-400,36,40,42,,99.39783191855192,,142.083795160284,,,,107.94843468530236,1.219781313285095
11424,11425,MD/HD-200 - MD/HD-00,36,41,50,,104.57242588255212,,156.66870345815627,,,,115.41076947612844,1.397112142852444
11439,11440,MD/HD-200 - MD/HD-600,36,6,65,,131.35055030982207,,178.4740363434524,,,,139.14711714297317,1.457804192031628
11448,11449,MD/HD-200 - MD/HD-400,36,4,74,,115.61111160810908,,193.13269270555804,,,,135.05615642470786,1.516626388756332
11451,11452,MD/HD-200 - MD/HD-200,36,34,77,,134.95800269585368,,206.12630244824152,,,,150.4190300517043,1.585949120487117
11469,11470,MD/HD-200 - MD-650,36,15,95,,160.45716418007692,,241.77012743860587,,,,176.43809411764084,2.094325545201218
11483,11484,MD/HD-200 - MD-350,36,12,109,,157.79782093448117,,273.0728746376568,,,,188.74711081926895,2.20966193937489
11484,11485,MD/HD-200 - MD-150,36,33,110,,170.70014462017258,,281.17031333396767,,,,195.65682463349856,2.349610961007218
11510,11511,MD/HD-200 - MD/HD-700,36,16,136,,218.8757333598008,,340.507323937992,,,,243.62492458714783,2.744530151986251
11515,11516,MD/HD-200 - Location 173,36,216,141,,200.35328803634977,,352.1736550351768,,,,242.84798799981323,2.923825864970535
11518,11519,MD/HD-200 - MD/HD-300,36,3,144,,201.35356139037407,,354.4998163237638,,,,244.26548015070543,2.943963197420399
11519,11520,MD/HD-200 - MD/HD-100,36,32,145,,216.73131169528415,,355.32410987462254,,,,250.16377686212743,3.062392295271514
11534,11535,MD/HD-200 - MD-750,36,7,160,,253.6387184090661,,402.499820964677,,,,285.5019573209271,3.278781046686662
11545,11546,MD/HD-200 - MD-50,36,31,171,,256.9697054826421,,433.51897525954416,,,,301.17287884586926,3.72410990048438
11546,11547,MD/HD-200 - MD-250,36,11,172,,250.39579275445453,,438.42543928244635,,,,305.05226939890093,3.710209773873471
11573,11574,MD/HD-200 - MD/HD-200,36,2,199,,304.5081481493565,,522.1090365740597,,,,360.26694002129494,4.448002162433678
11586,11587,MD/HD-200 - MD-150,36,10,212,,342.91558331834085,,607.4274413478313,,,,419.2854756549256,5.23693382943133
11608,11609,MD/HD-200 - MD/HD-00,36,26,234,,401.074380327928,,665.5214431869127,,,,478.6939247820521,5.701819710496403
11609,11610,MD/HD-200 - MD/HD-00,36,21,235,,398.94295025716576,,668.9912377620261,,,,476.3876529658832,5.716644865747411
11610,11611,MD/HD-200 - MD/HD-00,36,29,236,,392.07991096449337,,669.0325218955657,,,,471.60202042731214,5.701077580523188
11617,11618,MD/HD-200 - IMD/HD-00,36,30,243,,419.7414191407945,,683.8772479413641,,,,497.281900852649,5.851741904897455
11618,11619,MD/HD-200 - MD/HD-100,36,9,244,,426.1331693776692,,694.1696204248171,,,,504.5657065560037,6.024720296717151
11634,11635,MD/HD-200 - MD-50,36,28,260,,430.442612905361,,723.2200128062842,,,,512.1479484668731,6.056358746378274
11640,11641,MD/HD-200 - MD-50,36,23,266,,442.32346162188895,,736.7345501970883,,,,523.9030672770142,6.157031829790362
11641,11642,MD/HD-200 - MD-50,36,27,267,,449.41248314434495,,747.0337056555486,,,,532.0476771410137,6.272796565533149
11653,11654,MD/HD-200 - MD-50,36,8,279,,480.1860216798526,,779.2579119632941,,,,565.014556411404,6.772227575709879
11663,11664,MD/HD-200 - MD/HD-100,36,22,289,,492.42094484635487,,811.479281956903,,,,581.2403242457142,6.768697121463854
11666,11667,MD/HD-200 - MD/HD-00,36,17,292,,524.1054135472339,,835.1259016137061,,,,611.0211508847251,7.264796613162892
11681,11682,MD/HD-200 - MD-150,36,24,307,,531.6193260901877,,895.2924516241453,,,,632.0010742993493,7.527925875403051
11684,11685,MD/HD-200 - MD-50,36,18,310,,566.5909676786653,,910.8315118874574,,,,660.6537238136345,7.66932979606885
11693,11694,MD/HD-200 - MD/HD-100,36,19,319,,609.1281293894957,,993.3912937485203,,,,721.1263096895411,8.105212304600139
11696,11697,MD/HD-200 - MD/HD-200,36,25,322,,590.4529843506738,,1006.5698884606184,,,,706.9625334878997,8.184586401947453
11698,11699,MD/HD-200 - MD-150,36,20,324,,619.918698255744,,1043.5296818214172,,,,733.8075470726435,8.738258846428998
11700,11701,MD-250 - MD-250,37,37,1,,0.0,,0.0,,,,0.0,0.0
11706,11707,MD-250 - MD/HD-200,37,36,7,,38.85063101331848,,65.6907817783647,,,,45.59026672448899,0.608658798769418
11707,11708,MD-250 - MD/HD-300,37,38,8,,40.70228402792387,,68.67218558453183,,,,46.99783139041158,0.681219877780357
11709,11710,MD-250 - MD/HD-500,37,5,10,,66.49295798536491,,98.14944429877129,,,,73.97629792944417,0.905668809288215
11714,11715,MD-250 - MD/HD-100,37,43,15,,67.85949922258202,,112.48391183002352,,,,78.40782863667484,1.06945430496805
11717,11718,MD-250 - MD-350,37,39,18,,93.68608873428573,,121.26390629053807,,,,96.3672757130803,0.874945954646707
11723,11724,MD-250 - MD-550,37,14,24,,114.91945752546854,,142.19267603028655,,,,117.31830238473805,1.321155775627394
11731,11732,MD-250 - MD/HD-400,37,40,32,,116.02798469445446,,161.79687295748215,,,,122.52960420337126,1.231756424857155
11733,11734,MD-250 - MD-50,37,42,34,,103.72829811964912,,170.32536709751588,,,,119.13522768204253,1.651498191665646
11736,11737,MD-250 - MD-450,37,13,37,,114.35991999716872,,178.0716142019622,,,,129.05002051965226,1.380701102342252
11739,11740,MD-250 - MD-250,37,35,40,,109.84483736630735,,181.22302275375927,,,,125.9377332770636,1.414242443748255
11754,11755,MD-250 - MD/HD-00,37,41,55,,141.56856704454418,,221.27479781643697,,,,159.14970446731354,2.005216262854291
11763,11764,MD-250 - MD/HD-600,37,6,64,,164.75659702543555,,228.63990719173805,,,,176.12695983264598,1.528589040696565
11779,11780,MD-250 - MD/HD-400,37,4,80,,152.60725277010107,,257.73878706383886,,,,178.795091415893,1.953452748911678
11786,11787,MD-250 - MD/HD-200,37,34,87,,171.9541438578458,,270.73239680652244,,,,194.15796504288969,1.873355796783861
11795,11796,MD-250 - MD-650,37,15,96,,193.8632108956904,,291.9359982868916,,,,213.4179368073136,2.03910848459265
11812,11813,MD-250 - MD-350,37,12,113,,194.79396209647308,,337.6789689959377,,,,232.48604581045407,2.553581440501992
11814,11815,MD-250 - MD-150,37,33,115,,207.6962857821647,,345.77640769224894,,,,239.395759624684,2.52673279121653
11833,11834,MD-250 - MD/HD-700,37,16,134,,252.28178007541425,,390.6731947862777,,,,280.6047672768205,2.574295850956306
11841,11842,MD-250 - Location 173,37,216,142,,237.34942919834165,,416.7797493934577,,,,286.58692299099835,3.197409924941907
11843,11844,MD-250 - MD/HD-300,37,3,144,,238.34970255236593,,419.10591068204474,,,,288.00441514189055,3.214526904434374
11844,11845,MD-250 - MD/HD-100,37,32,145,,253.72745285727603,,419.9302042329036,,,,293.9027118533127,3.198535645061439
11859,11860,MD-250 - MD-750,37,7,160,,287.04476512467966,,452.6656918129626,,,,322.48180001059967,3.120042789292948
11871,11872,MD-250 - MD-50,37,31,172,,293.96584664463364,,498.1250696178254,,,,344.91181383705486,3.892344982635447
11873,11874,MD-250 - MD-250,37,11,174,,287.3919339164463,,503.0315336407272,,,,348.79120439008614,3.928758529609647
11899,11900,MD-250 - MD/HD-200,37,2,200,,341.5042893113486,,586.7151309323409,,,,404.00587501248015,4.62698333953553
11913,11914,MD-250 - MD-150,37,10,214,,379.91172448033274,,672.0335357061119,,,,463.0244106461108,5.405713138371938
11933,11934,MD-250 - MD/HD-00,37,26,234,,438.0705214899198,,730.1275375451933,,,,522.4328597732373,5.846143310115831
11934,11935,MD-250 - MD/HD-00,37,21,235,,435.9390914191577,,733.5973321203068,,,,520.1265879570686,5.853966755374636
11935,11936,MD-250 - MD/HD-00,37,29,236,,429.0760521264853,,733.6386162538464,,,,515.3409554184974,5.829033999126879
11942,11943,MD-250 - IMD/HD-00,37,30,243,,456.7375603027864,,748.4833422996446,,,,541.0208358438351,6.022365995669685
11943,11944,MD-250 - MD/HD-100,37,9,244,,463.1293105396611,,758.7757147830979,,,,548.3046415471889,6.166393624047734
11959,11960,MD-250 - MD-50,37,28,260,,467.4387540673529,,787.8261071645647,,,,555.8868834580582,6.136068776391199
11965,11966,MD-250 - MD-50,37,23,266,,479.3196027838809,,801.340644555369,,,,567.6420022681988,6.235107228920973
11966,11967,MD-250 - MD-50,37,27,267,,486.4086243063368,,811.6398000138292,,,,575.7866121321989,6.355299212549764
11978,11979,MD-250 - MD-50,37,8,279,,517.1821628418445,,843.8640063215747,,,,608.7534914025897,6.903504825525745
11988,11989,MD-250 - MD/HD-100,37,22,289,,529.4170860083468,,876.0853763151838,,,,624.9792592368988,6.803404905940754
11991,11992,MD-250 - MD/HD-00,37,17,292,,561.1015547092259,,899.7319959719867,,,,654.7600858759108,7.400102141841614
12006,12007,MD-250 - MD-150,37,24,307,,568.615467252179,,959.8985459824257,,,,675.7400092905339,7.52614893010117
12009,12010,MD-250 - MD-50,37,18,310,,603.5871088406573,,975.4376062457379,,,,704.3926588048208,7.760158455739772
12018,12019,MD-250 - MD/HD-100,37,19,319,,646.1242705514877,,1057.9973881068008,,,,764.8652446807275,8.154668749110375
12021,12022,MD-250 - MD/HD-200,37,25,322,,627.449125512665,,1071.1759828188992,,,,750.7014684790842,8.142257038671978
12023,12024,MD-250 - MD-150,37,20,324,,656.9148394177355,,1108.1357761796971,,,,777.5464820638283,8.745682845812272
12025,12026,MD/HD-300 - MD/HD-300,38,38,1,,0.0,,0.0,,,,0.0,0.0
12028,12029,MD/HD-300 - MD-250,38,37,4,,44.60738779309318,,68.846041854747,,,,50.719006411517576,0.681219877780357
12035,12036,MD/HD-300 - MD/HD-200,38,36,11,,83.31097505565955,,134.38703726949427,,,,96.15504769848745,1.239364607621416
12038,12039,MD/HD-300 - MD/HD-500,38,5,14,,110.95330202770594,,166.84569978990083,,,,124.54107890344255,1.558065200991224
12041,12042,MD/HD-300 - MD/HD-100,38,43,17,,112.31984326492297,,181.18016732115288,,,,128.97260961067326,1.715392224494257
12052,12053,MD/HD-300 - MD-350,38,39,28,,143.42952536335565,,216.1585599763441,,,,160.0831586360438,1.520669837357619
12060,12061,MD/HD-300 - MD-50,38,42,36,,148.18864216198995,,239.0216225886452,,,,169.70000865604095,2.290822076813572
12062,12063,MD/HD-300 - MD-550,38,14,38,,162.50906448111695,,242.30964497889943,,,,179.5460279458266,1.99306959838624
12064,12065,MD/HD-300 - MD-450,38,13,40,,158.8202640395097,,246.76786969309188,,,,179.61480149365067,1.830293777153032
12067,12068,MD/HD-300 - MD-250,38,35,43,,154.30518140864842,,249.91927824488891,,,,176.502514251062,1.838769700904413
12074,12075,MD/HD-300 - MD/HD-400,38,40,50,,177.4038852844314,,272.22087668176533,,,,198.7020509746848,1.795101724056148
12082,12083,MD/HD-300 - MD/HD-00,38,41,58,,186.02891108688505,,289.97105330756654,,,,209.71448544131204,2.616575358116525
12097,12098,MD/HD-300 - MD/HD-600,38,6,73,,209.35660367570136,,308.611117864934,,,,229.90073343235565,2.099161004372308
12107,12108,MD/HD-300 - MD/HD-400,38,4,83,,197.067596812442,,326.4350425549685,,,,229.3598723898913,2.280719438463347
12113,12114,MD/HD-300 - MD/HD-200,38,34,89,,216.4144879001867,,339.42865229765226,,,,244.72274601688807,2.043299948966793
12126,12127,MD/HD-300 - MD-650,38,15,102,,234.3889831859717,,362.9932677039002,,,,256.43605255072777,2.49716181520767
12140,12141,MD/HD-300 - MD/HD-700,38,16,116,,249.09647405026493,,393.4764582011057,,,,273.9228224914757,2.903018165926681
12144,12145,MD/HD-300 - MD-350,38,12,120,,239.254306138814,,406.37522448706727,,,,283.05082678445245,2.733234746638775
12147,12148,MD/HD-300 - MD-150,38,33,123,,252.1566298245056,,414.4726631833788,,,,289.9605405986822,2.517008872905119
12167,12168,MD/HD-300 - MD-750,38,7,143,,284.2075951028783,,455.4611122485784,,,,316.1850866147524,3.438282781085956
12177,12178,MD/HD-300 - Location 173,38,216,153,,281.8097732406826,,485.47600488458727,,,,337.15170396499684,3.262999319434734
12179,12180,MD/HD-300 - MD/HD-300,38,3,155,,282.8100465947069,,487.8021661731743,,,,338.56919611588904,3.275864169868012
12180,12181,MD/HD-300 - MD/HD-100,38,32,156,,298.187796899617,,488.6264597240335,,,,344.4674928273112,3.105812199932585
12200,12201,MD/HD-300 - MD-50,38,31,176,,338.42619068697456,,566.8213251089551,,,,395.47659481105336,3.811515975794896
12201,12202,MD/HD-300 - MD-250,38,11,177,,331.85227795878734,,571.7277891318565,,,,399.35598536408475,3.904964501739289
12227,12228,MD/HD-300 - MD/HD-200,38,2,203,,385.9646333536895,,655.4113864234707,,,,454.5706559864788,4.540662559789587
12238,12239,MD/HD-300 - MD-150,38,10,214,,424.37206852267377,,740.7297911972414,,,,513.5891916201092,5.294200733615291
12258,12259,MD/HD-300 - MD/HD-00,38,26,234,,482.53086553226086,,798.8237930363227,,,,572.9976407472361,5.700896277987636
12259,12260,MD/HD-300 - MD/HD-00,38,21,235,,480.39943546149874,,802.2935876114361,,,,570.6913689310664,5.700759380094343
12260,12261,MD/HD-300 - MD/HD-00,38,29,236,,473.53639616882634,,802.3348717449757,,,,565.9057363924953,5.665672648297868
12267,12268,MD/HD-300 - IMD/HD-00,38,30,243,,501.19790434512737,,817.1795977907742,,,,591.5856168178328,5.904792169315767
12268,12269,MD/HD-300 - MD/HD-100,38,9,244,,507.5896545820021,,827.471970274227,,,,598.8694225211876,6.014365178037901
12284,12285,MD/HD-300 - MD-50,38,28,260,,511.8990981096939,,856.5223626556942,,,,606.4516644320555,5.916125908720319
12290,12291,MD/HD-300 - MD-50,38,23,266,,523.779946826222,,870.0369000464982,,,,618.206783242196,6.012326198769183
12291,12292,MD/HD-300 - MD-50,38,27,267,,530.8689683486781,,880.3360555049587,,,,626.3513931061963,6.136043439954765
12303,12304,MD/HD-300 - MD-50,38,8,279,,561.6425068841855,,912.560261812704,,,,659.3182723765889,6.732493355807479
12313,12314,MD/HD-300 - MD/HD-100,38,22,289,,573.877430050688,,944.7816318063133,,,,675.5440402108961,6.52912777077982
12316,12317,MD/HD-300 - MD/HD-00,38,17,292,,605.5618987515668,,968.428251463116,,,,705.32486684991,7.229464852455766
12331,12332,MD/HD-300 - MD-150,38,24,307,,613.0758112945213,,1028.5948014735552,,,,726.3047902645312,7.20887863970674
12334,12335,MD/HD-300 - MD-50,38,18,310,,648.0474528829984,,1044.1338617368674,,,,754.9574397788185,7.538133307038216
12343,12344,MD/HD-300 - MD/HD-100,38,19,319,,690.5846145938289,,1126.6936435979283,,,,815.4300256547251,7.886154303309498
12346,12347,MD/HD-300 - MD/HD-200,38,25,322,,671.9094695550073,,1139.8722383100285,,,,801.2662494530816,7.781000126074265
12348,12349,MD/HD-300 - MD-150,38,20,324,,701.3751834600778,,1176.832031670826,,,,828.1112630378254,8.430734656833243
12350,12351,MD-350 - MD-350,39,39,1,,0.0,,0.0,,,,0.0,0.0
12354,12355,MD-350 - MD/HD-400,39,40,5,,33.65970235916078,,54.62225748739129,,,,37.60855229719067,0.477588017379723
12355,12356,MD-350 - MD-550,39,14,6,,49.76835399679288,,61.97982274116849,,,,50.0151475238053,0.508748649295638
12361,12362,MD-350 - MD/HD-500,39,5,12,,58.27196721882131,,83.7180918478124,,,,64.06375854530118,0.707961259374713
12362,12363,MD-350 - MD/HD-200,39,36,13,,67.6122049489079,,86.55266356935216,,,,71.30009848092092,0.745022122817622
12368,12369,MD-350 - MD/HD-600,39,6,19,,67.73051424754043,,89.92783634331971,,,,70.9937125695357,0.718598445647698
12379,12380,MD-350 - MD/HD-100,39,43,30,,71.362737729689,,105.1354850245218,,,,78.78719303791632,0.81594896748833
12380,12381,MD-350 - MD-250,39,37,31,,87.02556570631363,,109.05322355652636,,,,88.98338737008987,0.874945954646707
12395,12396,MD-350 - MD-650,39,15,46,,96.83712811779539,,153.2239274384733,,,,108.2846895442032,1.351362559745133
12399,12400,MD-350 - MD-50,39,42,50,,107.23153662675612,,162.97694029201415,,,,119.514592083284,1.258698060630937
12405,12406,MD-350 - MD-450,39,13,56,,111.83056559704048,,175.75173249969188,,,,127.24283110773672,1.546435365915335
12411,12412,MD-350 - MD-250,39,35,62,,119.9322098116214,,183.58353953378568,,,,133.93413908085034,1.614294569712995
12422,12423,MD-350 - MD/HD-00,39,41,73,,145.07180555165107,,213.92637101093527,,,,159.529068868555,1.664022206136866
12425,12426,MD-350 - MD/HD-300,39,38,76,,141.50330371336383,,216.77085692667916,,,,157.74632663799522,1.520669837357619
12444,12445,MD-350 - MD/HD-700,39,16,95,,155.25569729751922,,251.96112393785933,,,,175.47152001371032,2.022809943556957
