OID_,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
952,MD-50 - MD/HD-100,23,9,6,,58.391957157382663,,74.533945860403563,,,,61.378860969780277,0.660586761306188
953,MD-50 - MD/HD-00,23,26,7,,54.760893890905223,,77.192943613266095,,,,57.663448121746079,0.785542926488481
954,MD-50 - MD/HD-100,23,22,8,,60.518632078553686,,82.218298644877720,,,,67.813284438571984,0.751096218919279
955,MD-50 - IMD/HD-00,23,30,9,,88.878537759548536,,108.332828687713786,,,,92.866419970239065,0.977214444760882
956,MD-50 - MD-50,23,8,10,,85.777076707327353,,121.569891071438278,,,,92.405917078889757,0.863910259646371
957,MD-50 - MD-150,23,10,11,,98.833342021313030,,140.462256439840303,,,,105.537435256194684,1.237317963162018
958,MD-50 - MD/HD-00,23,17,12,,108.078428022701658,,163.240941138471840,,,,120.439292196482370,1.307025027439980
959,MD-50 - MD-150,23,24,13,,106.667129927864920,,165.956509273503258,,,,125.089553160372034,1.606509179536912
960,MD-50 - MD/HD-0,23,1,14,,119.603085690181302,,184.853641699479368,,,,133.701556987522395,1.514802290371684
961,MD-50 - MD/HD-200,23,2,15,,143.616717458632110,,219.128698212540314,,,,162.525260778659657,1.889027250392204
962,MD-50 - MD-50,23,18,16,,142.902656396224245,,222.692356785419321,,,,161.388788390557522,1.527141322482040
963,MD-50 - MD/HD-200,23,25,17,,165.500788188351009,,277.233946109976614,,,,200.051012348922399,2.420453675737539
964,MD-50 - MD/HD-100,23,19,18,,184.691722185881986,,278.797750493598755,,,,210.305294207514066,1.964502373534654
965,MD-50 - MD-50,23,31,19,,189.336417468869570,,301.659962969717185,,,,218.756989697827407,2.502619003585798
966,MD-50 - MD-250,23,11,20,,194.387116700518419,,302.960653948317429,,,,223.801856762518412,2.647588868661979
967,MD-50 - MD-150,23,20,21,,194.966502093420843,,314.193739470775029,,,,226.896025933666238,2.688135704992026
968,MD-50 - MD/HD-100,23,32,22,,235.811304164643730,,383.036754604837029,,,,275.956448821786864,3.102211822358751
969,MD-50 - MD/HD-300,23,3,23,,233.079246754929670,,385.938758482338301,,,,276.251628106951443,3.440899055789563
970,MD-50 - MD-150,23,33,24,,273.406216369340882,,453.831862384695569,,,,322.512960407543233,3.824006182990396
971,MD-50 - MD-350,23,12,25,,280.738536628718180,,473.484066564513512,,,,336.475285662539704,4.224668829584203
972,MD-50 - MD/HD-200,23,34,26,,323.841023026104494,,535.264903278090060,,,,381.899651378523288,4.636626289480369
973,MD-50 - MD/HD-400,23,4,27,,327.521920943890734,,559.012356960785610,,,,395.206461495840927,4.968432510833681
974,MD-50 - MD-250,23,35,28,,368.557420083426223,,618.395494674758652,,,,434.794756170788105,5.445804705810134
975,MD-50 - MD-450,23,13,29,,364.014336887227614,,620.940483938967191,,,,439.179672057027801,5.525490559083657
976,MD-50 - MD/HD-00,23,41,30,,414.115165088431581,,687.701180117536637,,,,491.606869048330623,6.274486571426149
977,MD-50 - MD-50,23,42,31,,427.328972133179889,,711.615140750562091,,,,507.297485578092449,6.397705876583667
978,MD-50 - MD/HD-500,23,5,32,,418.082776647401772,,718.101270108288645,,,,503.286947898259086,6.300164101917979
979,MD-50 - MD/HD-100,23,43,33,,420.911027825419865,,720.195455426791682,,,,506.260524217266379,6.297273133030909
980,MD-50 - MD/HD-200,23,36,34,,440.545862229490069,,735.119127512425052,,,,516.458241598445170,6.157031829790362
981,MD-50 - MD-350,23,39,35,,469.811320927951158,,796.213278586633010,,,,560.928491920146598,6.898890592523411
982,MD-50 - MD-250,23,37,36,,477.355466901370221,,799.191735801967980,,,,559.565135291444335,6.235107228920973
983,MD-50 - MD-550,23,14,37,,462.658328494194052,,799.690774984616837,,,,558.816663329208950,7.054989508916758
984,MD-50 - MD/HD-400,23,40,38,,508.219106182700841,,854.683665433294664,,,,603.628782140568887,7.365057819606283
985,MD-50 - MD/HD-300,23,38,39,,518.093210779446395,,867.870881597747143,,,,606.564093373099354,6.012326198769183
986,MD-50 - MD/HD-600,23,6,40,,506.609427811948763,,880.603854364788731,,,,613.958137513773181,7.614776908939043
987,MD-50 - MD-650,23,15,41,,569.278438444225685,,954.369997711617088,,,,672.118441572908068,8.232039748527455
988,MD-50 - MD/HD-700,23,16,42,,627.697007623948934,,1053.107194211002252,,,,739.305272042414572,8.809374004808740
989,MD-50 - MD-750,23,7,43,,662.459992673213719,,1115.099691237687011,,,,781.182304776193405,9.355106305758776
990,MD-150 - MD-150,24,24,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
991,MD-150 - MD/HD-100,24,22,2,,47.790015290564320,,85.016224701456409,,,,59.257133929916101,0.856577194804829
992,MD-150 - MD/HD-200,24,25,3,,60.409708050413741,,111.657951554383828,,,,76.347307776156953,0.823841064577935
993,MD-150 - MD-50,24,27,4,,84.868762826145286,,150.975597435032427,,,,103.744240867331143,1.545787379190134
994,MD-150 - MD-50,24,23,5,,89.039997245461080,,159.543587097350724,,,,108.827520660807124,1.606509179536912
995,MD-150 - MD-50,24,28,6,,100.589752444624978,,173.497964837215164,,,,120.931015278133799,1.696234310734819
996,MD-150 - MD/HD-100,24,19,7,,128.890821536917940,,175.409186487380339,,,,136.835691471522864,0.893469785151750
997,MD-150 - MD-150,24,20,8,,135.409480684456781,,207.586184309566647,,,,149.744133836734278,1.221957688284349
998,MD-150 - MD/HD-00,24,29,9,,135.973850315868731,,226.408439746839321,,,,158.686151440560621,2.259231287467790
999,MD-150 - MD/HD-100,24,9,10,,143.718939110354114,,226.819904966395796,,,,165.682609621340021,2.153194321511671
1000,MD-150 - MD/HD-00,24,21,11,,138.601622772812789,,230.224488526656017,,,,161.294019379469233,2.311517911209101
1001,MD-150 - MD/HD-00,24,26,12,,144.649212024499974,,233.561922685690917,,,,166.717264602904834,2.370435517673206
1002,MD-150 - MD-50,24,8,13,,157.123484625925016,,257.651182992934707,,,,182.461670714280160,1.721564453298734
1003,MD-150 - IMD/HD-00,24,30,14,,174.205519712519930,,260.618787793706190,,,,197.170168621798808,2.487987057965416
1004,MD-150 - MD-50,24,18,15,,168.497641610280965,,263.185591705718139,,,,188.432393045396253,1.177615776762960
1005,MD-150 - MD/HD-00,24,17,16,,179.424835941299222,,299.322233059968369,,,,210.495045831872716,1.694688306231894
1006,MD-150 - MD-150,24,10,17,,187.873339266774195,,300.005843537190401,,,,214.364955917001481,2.842978515623004
1007,MD-150 - MD/HD-0,24,1,18,,190.949493608778937,,320.934933620976039,,,,223.757310622912826,1.711006022771170
1008,MD-150 - MD/HD-200,24,2,19,,232.656714704093474,,378.672285309890810,,,,271.352781439466469,3.469784566899466
1009,MD-150 - MD-50,24,31,20,,278.376414714331190,,461.203550067068477,,,,327.584510358634418,4.019010804914888
1010,MD-150 - MD-250,24,11,21,,283.427113945979841,,462.504241045668323,,,,332.629377423325309,4.204996360254037
1011,MD-150 - MD/HD-100,24,32,22,,324.851301410105123,,542.580341702188207,,,,384.783969482593761,4.541938113072995
1012,MD-150 - MD/HD-300,24,3,23,,322.119244000391234,,545.482345579689195,,,,385.079148767758454,4.974444174185138
1013,MD-150 - MD-150,24,33,24,,362.446213614802446,,613.375449482045724,,,,431.340481068350300,5.257575474827527
1014,MD-150 - MD-350,24,12,25,,369.778533874179686,,633.027653661864406,,,,445.302806323346374,5.737380364976835
1015,MD-150 - MD/HD-200,24,34,26,,412.881020271565944,,694.808490375439305,,,,490.727172039330185,6.078104069242400
1016,MD-150 - MD/HD-400,24,4,27,,416.561918189352525,,718.555944058136220,,,,504.033982156647937,6.456924778091166
1017,MD-150 - MD-250,24,35,28,,457.597417328887673,,777.939081772107897,,,,543.622276831594604,6.893368822227695
1018,MD-150 - MD-450,24,13,29,,453.054334132689405,,780.484071036317800,,,,548.007192717834641,6.972794150968824
1019,MD-150 - MD/HD-00,24,41,30,,503.155162333893372,,847.244767214887247,,,,600.434389709137122,7.785031977081233
1020,MD-150 - MD-50,24,42,31,,516.368969378641737,,871.158727847912701,,,,616.125006238898436,7.875573878462952
1021,MD-150 - MD/HD-500,24,5,32,,507.122773892863563,,877.644857205639255,,,,612.114468559066495,7.704252145107527
1022,MD-150 - MD/HD-100,24,43,33,,509.951025070881656,,879.739042524142292,,,,615.088044878073788,7.719533371647739
1023,MD-150 - MD/HD-200,24,36,34,,529.585859474950780,,894.662714609774298,,,,625.285762259251555,7.527925875403051
1024,MD-150 - MD-350,24,39,35,,558.851318173412892,,955.756865683983619,,,,669.756012580954120,8.256488159003965
1025,MD-150 - MD-250,24,37,36,,566.395464146831046,,958.735322899317225,,,,668.392655952250493,7.526148930101170
1026,MD-150 - MD-550,24,14,37,,551.698325739656639,,959.234362081967447,,,,667.644183990016359,8.463379795396383
1027,MD-150 - MD/HD-400,24,40,38,,597.259103428161893,,1014.227252530645274,,,,712.456302801376410,8.708131858872463
1028,MD-150 - MD/HD-300,24,38,39,,607.133208024907162,,1027.414468695096502,,,,715.391614033905512,7.208878639706740
1029,MD-150 - MD/HD-600,24,6,40,,595.649425057411577,,1040.147441462138886,,,,722.785658174580590,8.974918472267376
1030,MD-150 - MD-650,24,15,41,,658.318435689686453,,1113.913584808966789,,,,780.945962233715477,9.558042198796560
1031,MD-150 - MD/HD-700,24,16,42,,716.737004869410157,,1212.650781308353316,,,,848.132792703222549,10.083226247366543
1032,MD-150 - MD-750,24,7,43,,751.499989918674373,,1274.643278335038985,,,,890.009825437000927,10.626636822118469
1033,MD/HD-200 - MD/HD-200,25,25,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
1034,MD/HD-200 - MD-150,25,24,2,,42.720248786924202,,78.863027088229813,,,,53.780605755879215,0.823841064577935
1035,MD/HD-200 - MD-150,25,20,3,,90.616517668796703,,147.377610733744717,,,,102.665911703283840,0.901327942921574
1036,MD/HD-200 - MD/HD-100,25,22,4,,90.474681305064877,,163.843841677677744,,,,112.992876399798973,1.669669187202392
1037,MD/HD-200 - MD/HD-100,25,19,5,,138.339963534348868,,204.741586590407138,,,,152.603679468030123,1.228995660227347
1038,MD/HD-200 - MD-50,25,27,6,,127.553428840645836,,229.803214411253748,,,,157.479983337214037,2.365751046722263
1039,MD/HD-200 - MD-50,25,23,7,,131.724663259961602,,238.371204073572045,,,,162.563263130690018,2.420453675737539
1040,MD/HD-200 - MD-50,25,28,8,,143.274418459125599,,252.325581813436457,,,,174.666757748016721,2.506759967260984
1041,MD/HD-200 - MD-50,25,18,9,,173.427203327711908,,287.391271468634955,,,,199.408483666551291,1.794632757249921
1042,MD/HD-200 - MD/HD-00,25,29,10,,178.658516330369622,,305.236056723060528,,,,212.421893910443686,3.076617481117340
1043,MD/HD-200 - MD/HD-100,25,9,11,,186.403605124854579,,305.647521942617118,,,,219.418352091222857,2.977011404835596
1044,MD/HD-200 - MD/HD-00,25,21,12,,181.286288787313566,,309.052105502876486,,,,215.029761849352298,3.131518172594136
1045,MD/HD-200 - MD/HD-00,25,26,13,,187.333878039000496,,312.389539661912181,,,,220.453007072787642,3.191405970214049
1046,MD/HD-200 - MD-50,25,8,14,,199.808150640425595,,336.478799969156057,,,,236.197413184163054,2.515166199368180
1047,MD/HD-200 - IMD/HD-00,25,30,15,,216.890185727020025,,339.446404769927483,,,,250.905911091681730,3.311696172625269
1048,MD/HD-200 - MD/HD-00,25,17,16,,218.349622032408689,,361.960969248085235,,,,252.193390623199093,2.412558440243217
1049,MD/HD-200 - MD/HD-0,25,1,17,,224.482984904611300,,374.493669659289822,,,,259.802766042687153,2.378672420972302
1050,MD/HD-200 - MD-150,25,10,18,,230.558005281275086,,378.833460513411296,,,,268.100698386884631,3.657675861126823
1051,MD/HD-200 - MD/HD-200,25,2,19,,275.341380718594337,,457.499902286111706,,,,325.088523909349419,4.259164783159875
1052,MD/HD-200 - MD-50,25,31,20,,321.061080728831655,,540.031167043289315,,,,381.320252828517425,4.773268684293233
1053,MD/HD-200 - MD-250,25,11,21,,326.111779960480760,,541.331858021889275,,,,386.365119893208373,4.977808250617884
1054,MD/HD-200 - MD/HD-100,25,32,22,,367.535967424605587,,621.407958678408818,,,,438.519711952476769,5.256513741806882
1055,MD/HD-200 - MD/HD-300,25,3,23,,364.803910014892153,,624.309962555910602,,,,438.814891237641461,5.730349172853219
1056,MD/HD-200 - MD-150,25,33,24,,405.130879629302910,,692.203066458266335,,,,485.076223538233307,5.962004476457678
1057,MD/HD-200 - MD-350,25,12,25,,412.463199888680606,,711.855270638085813,,,,499.038548793229381,6.478158168720153
1058,MD/HD-200 - MD/HD-200,25,34,26,,455.565686286066409,,773.636107351659916,,,,544.462914509212737,6.779962836691157
1059,MD/HD-200 - MD/HD-400,25,4,27,,459.246584203853445,,797.383561034357626,,,,557.769724626531001,7.181118917217503
1060,MD/HD-200 - MD-250,25,35,28,,500.282083343388138,,856.766698748328508,,,,597.358019301477270,7.593528637617307
1061,MD/HD-200 - MD-450,25,13,29,,495.739000147190325,,859.311688012539207,,,,601.742935187717421,7.672405898607884
1062,MD/HD-200 - MD/HD-00,25,41,30,,545.839828348393780,,926.072384191108654,,,,654.170132179019902,8.516786165246415
1063,MD/HD-200 - MD-50,25,42,31,,559.053635393142827,,949.986344824134108,,,,669.860748708781216,8.588100191904324
1064,MD/HD-200 - MD/HD-500,25,5,32,,549.807439907364710,,956.472474181860662,,,,665.850211028949275,8.377270658098189
1065,MD/HD-200 - MD/HD-100,25,43,33,,552.635691085382746,,958.566659500363698,,,,668.823787347956568,8.402138929309706
1066,MD/HD-200 - MD/HD-200,25,36,34,,572.270525489450733,,973.490331585994909,,,,679.021504729134108,8.184586401947453
1067,MD/HD-200 - MD-350,25,39,35,,601.535984187913527,,1034.584482660205140,,,,723.491755050836900,8.902195056553348
1068,MD/HD-200 - MD-250,25,37,36,,609.080130161331113,,1037.562939875537950,,,,722.128398422133046,8.142257038671978
1069,MD/HD-200 - MD-550,25,14,37,,594.382991754157729,,1038.061979058188626,,,,721.379926459899139,9.135206838895325
1070,MD/HD-200 - MD/HD-400,25,40,38,,639.943769442662642,,1093.054869506866680,,,,766.192045271259190,9.343917364586412
1071,MD/HD-200 - MD/HD-300,25,38,39,,649.817874039407116,,1106.242085671317682,,,,769.127356503788064,7.781000126074265
1072,MD/HD-200 - MD/HD-600,25,6,40,,638.334091071912667,,1118.975058438359838,,,,776.521400644463370,9.618545832482356
1073,MD/HD-200 - MD-650,25,15,41,,701.003101704187202,,1192.741201785187513,,,,834.681704703598257,10.180856956565020
1074,MD/HD-200 - MD/HD-700,25,16,42,,759.421670883911020,,1291.478398284574041,,,,901.868535173105329,10.675953199015551
1075,MD/HD-200 - MD-750,25,7,43,,794.184655933175122,,1353.470895311259710,,,,943.745567906883707,11.215850899787025
1076,MD/HD-00 - MD/HD-00,26,26,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
1077,MD/HD-00 - MD/HD-00,26,21,2,,11.295587306640591,,8.395583826111686,,,,11.295588372015148,0.069269810010215
1078,MD/HD-00 - MD/HD-00,26,29,3,,18.475710768226598,,20.367786076287512,,,,19.019510111718610,0.159418911309288
1079,MD/HD-00 - IMD/HD-00,26,30,4,,38.216726985166694,,39.827907693160299,,,,38.332246692343780,0.308623548740814
1080,MD/HD-00 - MD/HD-100,26,9,5,,37.585873761692760,,40.852416585691515,,,,38.348059906077665,0.323070787306312
1081,MD/HD-00 - MD-150,26,10,6,,65.187179310050581,,71.421665103667195,,,,66.465077326504883,0.508513047592668
1082,MD/HD-00 - MD-50,26,28,7,,57.164243514607136,,74.547714059265260,,,,59.891269011829493,0.717415319166188
1083,MD/HD-00 - MD-50,26,23,8,,63.407770474160721,,77.977414047907445,,,,65.210734570247752,0.785542926488481
1084,MD/HD-00 - MD-50,26,27,9,,65.791204313434136,,82.647339177159836,,,,68.106193824441931,0.825845499717378
1085,MD/HD-00 - MD-50,26,8,10,,91.638726063875708,,125.940708124167898,,,,98.796909761477920,1.074007748429665
1086,MD/HD-00 - MD/HD-100,26,22,11,,103.816163024490848,,149.726699178834451,,,,113.785830694584689,1.525040322741270
1087,MD/HD-00 - MD/HD-200,26,2,12,,109.911029967369728,,150.067320917507288,,,,123.418375645869887,1.274878880837742
1088,MD/HD-00 - MD/HD-00,26,17,13,,135.558117931257016,,181.808697774579912,,,,144.803504234799078,1.563226309147975
1089,MD/HD-00 - MD/HD-0,26,1,14,,148.240918043965877,,205.186900663230915,,,,159.141617808518475,1.791317917864188
1090,MD/HD-00 - MD-50,26,31,15,,155.630729977607132,,232.598585674684301,,,,179.650104565037651,1.978831569219112
1091,MD/HD-00 - MD-150,26,24,16,,149.964660873801847,,233.464909807460259,,,,171.062099416384683,2.370435517673206
1092,MD/HD-00 - MD-250,26,11,17,,160.681429209256066,,233.899276653284318,,,,184.694971629728741,2.048080638743607
1093,MD/HD-00 - MD-50,26,18,18,,172.168862518820475,,246.600845331147269,,,,188.057442309726213,2.032616063395176
1094,MD/HD-00 - MD/HD-100,26,32,19,,202.105616673381348,,313.975377309804003,,,,236.849563688997250,2.650609012879305
1095,MD/HD-00 - MD/HD-300,26,3,20,,199.373559263667318,,316.877381187305389,,,,237.144742974161744,2.856735571241157
1096,MD/HD-00 - MD/HD-100,26,19,21,,219.298958889793596,,335.184583800340192,,,,253.240730775585803,2.594478959391481
1097,MD/HD-00 - MD/HD-200,26,25,22,,208.798319134287908,,344.742346643933615,,,,246.023558604935033,3.191405970214049
1098,MD/HD-00 - MD-150,26,20,23,,238.264033039357685,,381.702140004732371,,,,272.868572189678900,3.379199434095229
1099,MD/HD-00 - MD-150,26,33,24,,239.700528878078501,,384.770485089662543,,,,283.406075274753618,3.352630708408457
1100,MD/HD-00 - MD-350,26,12,25,,247.032849137455685,,404.422689269480600,,,,297.368400529749920,3.652718550554619
1101,MD/HD-00 - MD/HD-200,26,34,26,,290.135335534842227,,466.203525983057261,,,,342.792766245733674,4.137662100357937
1102,MD/HD-00 - MD/HD-400,26,4,27,,293.816233452628239,,489.950979665752754,,,,356.099576363051142,4.413764249954149
1103,MD/HD-00 - MD-250,26,35,28,,334.851732592163955,,549.334117379726649,,,,395.687871037998491,4.927972162842977
1104,MD/HD-00 - MD-450,26,13,29,,330.308649395965119,,551.879106643934733,,,,400.072786924238017,5.006899781940434
1105,MD/HD-00 - MD/HD-00,26,41,30,,380.409477597169086,,618.639802822504180,,,,452.499983915540838,5.682574362417711
1106,MD/HD-00 - MD-50,26,42,31,,393.623284641917394,,642.553763455529634,,,,468.190600445302664,5.839466344922452
1107,MD/HD-00 - MD/HD-500,26,5,32,,384.377089156139277,,649.039892813256188,,,,464.180062765469302,5.813613750917829
1108,MD/HD-00 - MD/HD-100,26,43,33,,387.205340334157370,,651.134078131759225,,,,467.153639084476595,5.794022067810897
1109,MD/HD-00 - MD/HD-200,26,36,34,,406.840174738228484,,666.057750217393050,,,,477.351356465655329,5.701819710496403
1110,MD/HD-00 - MD-350,26,39,35,,436.105633436688663,,727.151901291600552,,,,521.821606787356814,6.446805461958889
1111,MD/HD-00 - MD-250,26,37,36,,443.649779410107953,,730.130358506935977,,,,520.458250158654209,5.846143310115831
1112,MD/HD-00 - MD-550,26,14,37,,428.952641002931557,,730.629397689584380,,,,519.709778196418597,6.557308761776083
1113,MD/HD-00 - MD/HD-400,26,40,38,,474.513418691438346,,785.622288138262206,,,,564.521897007779671,6.920630790900906
1114,MD/HD-00 - MD/HD-300,26,38,39,,484.387523288184411,,798.809504302715141,,,,567.457208240310138,5.700896277987636
1115,MD/HD-00 - MD/HD-600,26,6,40,,472.903740320686268,,811.542477069756274,,,,574.851252380982828,7.154041223782980
1116,MD/HD-00 - MD-650,26,15,41,,535.572750952963361,,885.308620416584631,,,,633.011556440118397,7.794291433452741
1117,MD/HD-00 - MD/HD-700,26,16,42,,593.991320132686610,,984.045816915970590,,,,700.198386909624901,8.407842676924153
1118,MD/HD-00 - MD-750,26,7,43,,628.754305181951395,,1046.038313942654440,,,,742.075419643403734,8.951645509357675
1119,MD-50 - MD-50,27,27,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
1120,MD-50 - MD-50,27,23,2,,24.772756155322629,,25.354505893794027,,,,25.150459228953743,0.126719337622852
1121,MD-50 - MD-50,27,28,3,,35.212692335096463,,30.722409531470710,,,,35.356278332321153,0.219975072910571
1122,MD-50 - MD/HD-100,27,22,4,,40.252024213447569,,67.514024597939496,,,,47.811350026687109,0.699956674941617
1123,MD-50 - MD/HD-100,27,9,5,,66.113363039977202,,74.968407782264606,,,,68.522262398923985,0.651425837853735
1124,MD-50 - MD/HD-00,27,29,6,,59.653920824362842,,78.102467649480459,,,,63.037387982763825,0.715114369075884
1125,MD-50 - MD/HD-00,27,21,7,,63.489903165964144,,80.016671940101190,,,,66.621112926172017,0.765867475714275
1126,MD-50 - MD/HD-00,27,26,8,,62.688387289608393,,82.810690317651733,,,,65.829231310514061,0.825845499717378
1127,MD-50 - MD-50,27,8,9,,80.902729832844074,,102.656743297224381,,,,85.988579903817197,0.749014626257462
1128,MD-50 - IMD/HD-00,27,30,10,,96.599943642143003,,108.767290609574744,,,,100.009821399382730,0.981760662861592
1129,MD-50 - MD/HD-00,27,17,11,,103.204081148218407,,144.327793364257843,,,,114.021955021409823,1.182840141802517
1130,MD-50 - MD-150,27,24,12,,86.400522062758810,,151.252235226565034,,,,105.087618748487159,1.545787379190134
1131,MD-50 - MD-150,27,10,13,,111.553409775268292,,151.699871439831952,,,,118.716192459204947,1.301276655645782
1132,MD-50 - MD/HD-0,27,1,14,,114.728738815698250,,165.940493925265599,,,,127.284219812449720,1.389125845151751
1133,MD-50 - MD-50,27,18,15,,138.028309521741107,,203.779209011205324,,,,154.971451215484905,1.405316599751361
1134,MD-50 - MD/HD-200,27,2,16,,156.336785212587472,,230.366313212531878,,,,175.704017981669978,1.980059011814717
1135,MD-50 - MD/HD-200,27,25,17,,145.234180323244885,,262.529672063038447,,,,180.049077937037509,2.365751046722263
1136,MD-50 - MD/HD-100,27,19,18,,164.425114320775890,,264.093476446660475,,,,190.303359795629120,1.859157663831805
1137,MD-50 - MD-150,27,20,19,,174.699894228314776,,299.489465423836805,,,,206.894091521781320,2.597902095029248
1138,MD-50 - MD-50,27,31,20,,202.056485222824961,,312.897577969709005,,,,231.935746900837302,2.607774867132757
1139,MD-50 - MD-250,27,11,21,,207.107184454474123,,314.198268948308908,,,,236.980613965528505,2.743941171041370
1140,MD-50 - MD/HD-100,27,32,22,,248.531371918599064,,394.274369604828848,,,,289.135206024797185,3.215576449735046
1141,MD-50 - MD/HD-300,27,3,23,,245.799314508885658,,397.176373482329666,,,,289.430385309961480,3.541070293737351
1142,MD-50 - MD-150,27,33,24,,286.126284123296273,,465.069477384687389,,,,335.691717610553553,3.936813820249585
1143,MD-50 - MD-350,27,12,25,,293.458604382673514,,484.721681564505104,,,,349.654042865549968,4.327446033295503
1144,MD-50 - MD/HD-200,27,34,26,,336.561090780059885,,546.502518278081652,,,,395.078408581533608,4.747773385677187
1145,MD-50 - MD/HD-400,27,4,27,,340.241988697846068,,570.249971960777316,,,,408.385218698851190,5.073972635664762
1146,MD-50 - MD-250,27,35,28,,381.277487837381614,,629.633109674750244,,,,447.973513373798426,5.555677989602098
1147,MD-50 - MD-450,27,13,29,,376.734404641182948,,632.178098938958897,,,,452.358429260038065,5.635333566971182
1148,MD-50 - MD/HD-00,27,41,30,,426.835232842386915,,698.938795117528343,,,,504.785626251340886,6.376016666407929
1149,MD-50 - MD-50,27,42,31,,440.049039887135223,,722.852755750553797,,,,520.476242781102655,6.503625087296458
1150,MD-50 - MD/HD-500,27,5,32,,430.802844401357106,,729.338885108280351,,,,516.465705101269350,6.413410011297592
1151,MD-50 - MD/HD-100,27,43,33,,433.631095579375199,,731.433070426783388,,,,519.439281420276643,6.408996366991080
1152,MD-50 - MD/HD-200,27,36,34,,453.265929983445460,,746.356742512416645,,,,529.636998801455547,6.272796565533149
1153,MD-50 - MD-350,27,39,35,,482.531388681906492,,807.450893586624716,,,,574.107249123157203,7.015164579506373
1154,MD-50 - MD-250,27,37,36,,490.075534655325612,,810.429350801959572,,,,572.743892494454485,6.355299212549764
1155,MD-50 - MD-550,27,14,37,,475.378396248149386,,810.928389984608543,,,,571.995420532219441,7.167516711827001
1156,MD-50 - MD/HD-400,27,40,38,,520.939173936656175,,865.921280433286370,,,,616.807539343579492,7.482036591106494
1157,MD-50 - MD/HD-300,27,38,39,,530.813278533401785,,879.108496597738736,,,,619.742850576109504,6.136043439954765
1158,MD-50 - MD/HD-600,27,6,40,,519.329495565904040,,891.841469364780437,,,,627.136894716783672,7.730599004214092
1159,MD-50 - MD-650,27,15,41,,581.998506198180849,,965.607612711608795,,,,685.297198775918673,8.349704678050148
1160,MD-50 - MD/HD-700,27,16,42,,640.417075377904098,,1064.344809210994299,,,,752.484029245425177,8.929462558271432
1161,MD-50 - MD-750,27,7,43,,675.180060427168883,,1126.337306237679059,,,,794.361061979204010,9.475168920502858
1162,MD-50 - MD-50,28,28,1,,0.000000000000000,,0.000000000000000,,,,0.000000000000000,0.000000000000000
1163,MD-50 - MD-50,28,23,2,,21.751576719150208,,14.852185817038375,,,,21.822741639246352,0.101352620450206
1164,MD-50 - MD-50,28,27,3,,37.477258949998166,,34.605489216328898,,,,37.990918127996125,0.219975072910571
1165,MD-50 - MD/HD-00,28,29,4,,41.134169360739222,,58.234592499974823,,,,44.179163397689621,0.580846543919523
1166,MD-50 - MD/HD-00,28,21,5,,52.216298801935672,,71.520569931457985,,,,55.768662988053904,0.650586535258335
1167,MD-50 - MD/HD-00,28,26,6,,56.035939888391837,,78.197529648477172,,,,59.606218089587351,0.717415319166188
1168,MD-50 - MD/HD-100,28,9,7,,74.240686874363732,,84.313360222119371,,,,77.223315172780417,0.631106937920839
1169,MD-50 - MD/HD-100,28,22,8,,67.906507029661412,,89.972573793183017,,,,75.423402885553230,0.839700523677864
1170,MD-50 - IMD/HD-00,28,30,9,,85.979131250410219,,113.607767317298993,,,,89.668059733267526,0.932031382056932
1171,MD-50 - MD-50,28,8,10,,102.062604090185772,,131.613524480361519,,,,108.742869884240747,0.927205980600244
1172,MD-50 - MD-150,28,10,11,,93.033658311644515,,131.831996290326288,,,,99.857967874130665,1.151986543281468
1173,MD-50 - MD/HD-00,28,17,12,,124.363955405560091,,173.284574547395039,,,,136.776245001833416,1.384304433550467
1174,MD-50 - MD-150,28,24,13,,114.055004878972611,,173.710784421808569,,,,132.699671607353309,1.696234310734819
1175,MD-50 - MD/HD-0,28,1,14,,135.888613073039977,,194.897275108402795,,,,150.038509792873469,1.596030086886352
1176,MD-50 - MD/HD-200,28,2,15,,137.817033748963638,,210.498438063026299,,,,156.845793396595582,1.791119947818966
1177,MD-50 - MD-50,28,18,16,,159.188183779082806,,232.735990194342520,,,,177.725741195908455,1.625027829036893
1178,MD-50 - MD/HD-200,28,25,17,,172.888663139458686,,284.988221258281953,,,,207.661130795903688,2.506759967260984
1179,MD-50 - MD/HD-100,28,19,18,,192.079597136989747,,286.552025641904095,,,,217.915412654495327,2.065801873422342
1180,MD-50 - MD-50,28,31,19,,183.536733759201127,,293.029702820203397,,,,213.077522315763332,2.401510741035219
1181,MD-50 - MD-250,28,11,20,,188.587432990849948,,294.330393798803357,,,,218.122389380454393,2.548022263638233
1182,MD-50 - MD-150,28,20,21,,202.354377044528604,,321.948014619080311,,,,234.506144380647527,2.787053200172740
1183,MD-50 - MD/HD-100,28,32,22,,230.011620454975287,,374.406494455323241,,,,270.276981439722931,3.001084951141938
